"","Year","Set.ID","Site","Area","Valid.hooks","Avg.depth..m.","Lat..N.","Lon..W.","Lat..DD.DDDDD.","Lon..DDD.DDDDD.","SiteSheetID","NumSim"
"911",2012,"12-01-01-020",180,"San Miguel Island",75,40.1,"34 08.488","120 33.928",34.141467,-120.565467,1034,0
"912",2012,"12-01-01-021",182,"San Miguel Island",75,69.2,"34 05.049","120 34.519",34.08415,-120.575317,1035,5
"913",2012,"12-01-01-022",186,"San Miguel Island",72,51.6,"34 01.989","120 29.882",34.03315,-120.498033,1036,6
"914",2012,"12-01-01-023",287,"Santa Rosa Island",75,49.2,"34 05.674","120 15.738",34.094567,-120.2623,1037,0
"915",2012,"12-01-01-024",365,"Santa Rosa Island",75,30.3,"34 03.581","119 59.290",34.059683,-119.988167,1038,0
"916",2012,"12-01-01-025",346,"Santa Rosa Flats",70,86.7,"33 45.058","120 04.471",33.750967,-120.074517,1039,5
"917",2012,"12-01-01-026",350,"Santa Rosa Flats",63,103.6,"33 42.910","120 03.200",33.715167,-120.053333,1040,0
"918",2012,"12-01-01-027",333,"Santa Rosa Flats",75,71,"33 52.912","119 54.907",33.881867,-119.915117,1041,11
"919",2012,"12-01-01-028",231,"Santa Cruz Island",63,87.3,"33 56.434","119 39.518",33.940567,-119.658633,1042,0
"920",2012,"12-01-01-029",232,"Santa Cruz Island",75,110.1,"33 56.451","119 39.010",33.94085,-119.650167,1043,0
"921",2012,"12-01-01-030",229,"Anacapa Island",75,56.5,"33 57.920","119 29.507",33.965333,-119.491783,1044,6
"922",2012,"12-01-01-055",52,"Catalina Island",75,102.5,"33 28.904","118 38.652",33.481733,-118.6442,1045,0
"923",2012,"12-01-01-031",413,"Anacapa Island",60,52.1,"33 57.809","119 29.329",33.963483,-119.488817,1047,0
"924",2012,"12-01-01-032",48,"Anacapa Island",75,72.5,"33 57.667","119 28.964",33.961117,-119.482733,1048,0
"925",2012,"12-01-01-033",395,"Central Coast",70,55,"33 33.257","117 51.177",33.554283,-117.85295,1049,0
"926",2012,"12-01-01-034",84,"Central Coast",75,59,"33 32.456","117 49.925",33.540933,-117.832083,1050,0
"927",2012,"12-01-01-035",6,"Fourteen Mile Bank",70,95.1,"33 24.314","117 59.560",33.405233,-117.992667,1051,0
"928",2012,"12-01-01-036",15,"Fourteen Mile Bank",75,66.1,"33 23.835","118 00.134",33.39725,-118.002233,1052,0
"929",2012,"12-01-01-037",2,"Fourteen Mile Bank",73,70.7,"33 23.771","117 59.507",33.396183,-117.991783,1053,0
"930",2012,"12-01-01-038",391,"Central Coast",73,77.1,"33 23.644","117 41.110",33.394067,-117.685167,1054,11
"931",2012,"12-01-01-039",289,"South Coast",74,53.8,"33 07.236","117 21.262",33.1206,-117.354367,1055,0
"932",2012,"12-01-01-040",292,"South Coast",75,42.7,"32 48.786","117 20.205",32.8131,-117.33675,1056,0
"933",2012,"12-01-01-041",33,"Nine Mile Bank",75,72.8,"32 36.820","117 23.950",32.613667,-117.399167,1057,8
"934",2012,"12-01-01-042",36,"Nine Mile Bank",65,65.6,"32 34.180","117 20.780",32.569667,-117.346333,1058,0
"935",2012,"12-01-01-056",62,"Catalina Island",75,38.6,"33 20.913","118 31.362",33.34855,-118.5227,1059,0
"936",2012,"12-01-01-043",298,"South Coast",65,41.7,"32 36.660","117 17.068",32.611,-117.284467,1060,0
"937",2012,"12-01-01-044",29,"Sixty Mile Bank",64,72.3,"32 01.368","118 12.791",32.0228,-118.213183,1061,0
"938",2012,"12-01-01-045",31,"Sixty Mile Bank",65,80.1,"32 01.134","118 12.986",32.0189,-118.216433,1062,0
"939",2012,"12-01-01-057",68,"Catalina Island",75,43.4,"33 18.000","118 23.842",33.3,-118.397367,1063,0
"940",2012,"12-01-01-046",377,"Sixty Mile Bank",75,71.2,"32 04.063","118 14.577",32.067717,-118.24295,1064,0
"941",2012,"12-01-01-047",22,"Sixty Mile Bank",73,55.5,"32 05.240","118 15.530",32.087333,-118.258833,1065,0
"942",2012,"12-01-01-048",18,"Sixty Mile Bank",70,75.7,"32 05.648","118 14.620",32.094133,-118.243667,1066,4
"943",2012,"12-01-01-049",17,"Sixty Mile Bank",67,94,"32 06.121","118 13.807",32.102017,-118.230117,1067,0
"944",2012,"12-01-01-050",136,"San Clemente Island",75,93.5,"32 43.418","118 27.403",32.723633,-118.456717,1069,10
"945",2012,"12-01-01-051",137,"San Clemente Island",70,85.5,"32 42.971","118 24.277",32.716183,-118.404617,1070,0
"946",2012,"12-01-01-052",380,"San Clemente Island",75,58.7,"32 44.441","118 24.311",32.740683,-118.405183,1071,10
"947",2012,"12-01-01-058",71,"Catalina Island",75,44.4,"33 17.853","118 22.625",33.29755,-118.377083,1072,0
"948",2012,"12-01-01-059",79,"Catalina Island",75,82.9,"33 16.819","118 19.196",33.280317,-118.319933,1073,1
"949",2012,"12-01-01-060",304,"San Pedro Bay",75,38.4,"33 39.810","118 16.550",33.6635,-118.275833,1074,0
"950",2013,"13-01-05-040",2,"Fourteen Mile Bank",70,73.6,"33 23.771","117 59.507",33.396183,-117.991783,1144,0
"951",2013,"13-01-01-036",5,"Fourteen Mile Bank",75,74.5,"33 23.659","117 59.871",33.394317,-117.99785,1194,0
"952",2013,"13-01-05-041",6,"Fourteen Mile Bank",75,95,"33 24.314","117 59.560",33.405233,-117.992667,1145,0
"953",2013,"13-01-01-037",11,"Fourteen Mile Bank",70,62.1,"33 24.145","118 00.293",33.402417,-118.004883,1195,0
"954",2013,"13-01-05-039",15,"Fourteen Mile Bank",75,64,"33 23.835","118 00.134",33.39725,-118.002233,1143,0
"955",2013,"13-01-06-031",16,"Fourteen Mile Bank",70,55.8,"33 23.840","117 59.864",33.397333,-117.997733,1160,0
"956",2013,"13-01-01-024",17,"Sixty Mile Bank",59,95.7,"32 06.121","118 13.807",32.102017,-118.230117,1182,0
"957",2013,"13-01-01-025",18,"Sixty Mile Bank",74,75,"32 05.648","118 14.620",32.094133,-118.243667,1183,0
"958",2013,"13-01-06-023",21,"Sixty Mile Bank",75,78.4,"32 05.421","118 14.084",32.09035,-118.234733,1149,0
"959",2013,"13-01-01-026",22,"Sixty Mile Bank",74,57,"32 05.240","118 15.530",32.087333,-118.258833,1184,0
"960",2013,"13-01-01-027",24,"Sixty Mile Bank",68,97,"32 04.570","118 15.640",32.076167,-118.260667,1185,0
"961",2013,"13-01-01-028",27,"Sixty Mile Bank",75,70.4,"32 04.340","118 14.633",32.072333,-118.243883,1186,8
"962",2013,"13-01-06-025",29,"Sixty Mile Bank",64,80.7,"32 01.368","118 12.791",32.0228,-118.213183,1151,0
"963",2013,"13-01-06-024",31,"Sixty Mile Bank",65,95.2,"32 01.134","118 12.986",32.0189,-118.216433,1150,0
"964",2013,"13-01-01-032",33,"Nine Mile Bank",75,73.2,"32 36.820","117 23.950",32.613667,-117.399167,1190,5
"965",2013,"13-01-01-030",35,"Nine Mile Bank",75,76.5,"32 34.950","117 21.310",32.5825,-117.355167,1188,1
"966",2013,"13-01-05-034",36,"Nine Mile Bank",75,65.8,"32 34.180","117 20.780",32.569667,-117.346333,1136,0
"967",2013,"13-01-01-019",40,"Anacapa Island",74,91.3,"34 02.407","119 17.667",34.040117,-119.29445,1177,36
"968",2013,"13-01-05-001",43,"Anacapa Island",75,92,"34 02.226","119 17.935",34.0371,-119.298917,1086,5
"969",2013,"13-01-05-020",45,"Anacapa Island",65,53.1,"34 01.497","119 19.014",34.02495,-119.3169,1113,0
"970",2013,"13-01-06-001",48,"Anacapa Island",43,79.7,"33 57.667","119 28.964",33.961117,-119.482733,1076,6
"971",2013,"13-01-01-041",52,"Catalina Island",75,102.4,"33 28.904","118 38.652",33.481733,-118.6442,1199,1
"972",2013,"13-01-05-043",54,"Catalina Island",75,39.7,"33 27.813","118 30.538",33.46355,-118.508967,1147,0
"973",2013,"13-01-05-044",59,"Catalina Island",65,41.7,"33 25.348","118 23.114",33.422467,-118.385233,1148,0
"974",2013,"13-01-05-042",62,"Catalina Island",75,36.9,"33 20.913","118 31.362",33.34855,-118.5227,1146,0
"975",2013,"13-01-01-038",66,"Catalina Island",75,44.4,"33 18.051","118 18.077",33.30085,-118.301283,1196,0
"976",2013,"13-01-01-040",68,"Catalina Island",75,43.2,"33 18.000","118 23.842",33.3,-118.397367,1198,0
"977",2013,"13-01-06-033",71,"Catalina Island",55,44.5,"33 17.853","118 22.625",33.29755,-118.377083,1162,0
"978",2013,"13-01-01-039",77,"Catalina Island",65,84.1,"33 17.119","118 20.504",33.285317,-118.341733,1197,0
"979",2013,"13-01-06-032",79,"Catalina Island",68,81.6,"33 16.819","118 19.196",33.280317,-118.319933,1161,6
"980",2013,"13-01-06-030",84,"Central Coast",70,56.4,"33 32.456","117 49.925",33.540933,-117.832083,1159,0
"981",2013,"13-01-06-028",92,"Central Coast",75,55.5,"33 15.498","117 33.103",33.2583,-117.551717,1157,1
"982",2013,"13-01-05-027",97,"San Clemente Island",73,48.5,"33 03.799","118 37.092",33.063317,-118.6182,1122,0
"983",2013,"13-01-05-028",101,"San Clemente Island",74,46.4,"32 59.430","118 37.360",32.9905,-118.622667,1123,0
"984",2013,"13-01-05-029",109,"San Clemente Island",75,23.9,"32 53.020","118 31.790",32.883667,-118.529833,1127,0
"985",2013,"13-01-05-030",114,"San Clemente Island",75,45.3,"32 52.435","118 31.788",32.873917,-118.5298,1128,2
"986",2013,"13-01-05-031",119,"San Clemente Island",74,56,"32 49.940","118 31.288",32.832333,-118.521467,1129,0
"987",2013,"13-01-06-038",130,"San Clemente Island",71,44.6,"32 45.730","118 24.937",32.762167,-118.415617,1168,0
"988",2013,"13-01-06-034",133,"San Clemente Island",75,54.6,"32 44.658","118 24.674",32.7443,-118.411233,1163,5
"989",2013,"13-01-06-035",136,"San Clemente Island",70,93.4,"32 43.418","118 27.403",32.723633,-118.456717,1165,18
"990",2013,"13-01-06-036",137,"San Clemente Island",75,86.3,"32 42.971","118 24.277",32.716183,-118.404617,1166,9
"991",2013,"13-01-05-008",139,"Point Conception/Arguello",74,56.5,"34 31.727","120 43.182",34.528783,-120.7197,1095,0
"992",2013,"13-01-05-011",140,"Point Conception/Arguello",75,57.2,"34 30.302","120 41.483",34.505033,-120.691383,1099,0
"993",2013,"13-01-05-009",145,"Point Conception/Arguello",75,89.3,"34 29.868","120 43.056",34.4978,-120.7176,1097,0
"994",2013,"13-01-01-006",146,"Point Conception/Arguello",74,54.1,"34 30.013","120 40.615",34.500217,-120.676917,1109,1
"995",2013,"13-01-05-010",147,"Point Conception/Arguello",75,67,"34 29.873","120 41.818",34.497883,-120.696967,1098,4
"996",2013,"13-01-01-007",148,"Point Conception/Arguello",74,60.4,"34 28.791","120 39.436",34.47985,-120.657267,1118,1
"997",2013,"13-01-06-008",149,"Point Conception/Arguello",74,61.6,"34 28.096","120 37.672",34.468267,-120.627867,1083,11
"998",2013,"13-01-01-008",151,"Point Conception/Arguello",75,62.5,"34 27.981","120 37.482",34.46635,-120.6247,1142,12
"999",2013,"13-01-06-009",152,"Point Conception/Arguello",75,47,"34 26.490","120 31.880",34.4415,-120.531333,1084,4
"1000",2013,"13-01-01-009",154,"Point Conception/Arguello",75,73,"34 25.850","120 33.264",34.430833,-120.5544,1152,6
"1001",2013,"13-01-06-019",157,"Harrison Reef",75,47,"34 00.336","119 01.522",34.0056,-119.025367,1133,11
"1002",2013,"13-01-05-022",162,"Harrison Reef",75,48,"34 00.450","119 02.474",34.0075,-119.041233,1115,3
"1003",2013,"13-01-05-021",167,"Harrison Reef",75,57.7,"33 59.679","119 03.251",33.99465,-119.054183,1114,0
"1004",2013,"13-01-01-020",168,"Harrison Reef",74,61.2,"33 59.597","119 03.148",33.993283,-119.052467,1178,0
"1005",2013,"13-01-05-012",180,"San Miguel Island",75,39,"34 08.488","120 33.928",34.141467,-120.565467,1100,0
"1006",2013,"13-01-05-013",181,"San Miguel Island",75,66.2,"34 05.647","120 34.385",34.094117,-120.573083,1101,0
"1007",2013,"13-01-05-014",182,"San Miguel Island",75,70.4,"34 05.049","120 34.519",34.08415,-120.575317,1102,0
"1008",2013,"13-01-06-011",184,"San Miguel Island",75,68.2,"34 03.553","120 33.158",34.059217,-120.552633,1087,5
"1009",2013,"13-01-06-012",185,"San Miguel Island",64,49.8,"34 02.395","120 30.622",34.039917,-120.510367,1090,0
"1010",2013,"13-01-06-013",186,"San Miguel Island",75,52.3,"34 01.989","120 29.882",34.03315,-120.498033,1092,2
"1011",2013,"13-01-06-010",187,"Santa Barbara",75,39.1,"34 25.916","120 08.434",34.431933,-120.140567,1085,1
"1012",2013,"13-01-01-004",189,"Santa Barbara",75,44,"34 23.646","119 58.808",34.3941,-119.980133,1107,0
"1013",2013,"13-01-05-006",193,"Santa Barbara",75,23.5,"34 20.955","119 38.290",34.34925,-119.638167,1094,0
"1014",2013,"13-01-01-005",197,"Santa Barbara",75,41,"34 25.777","120 12.895",34.429617,-120.214917,1108,0
"1015",2013,"13-01-06-005",200,"Santa Barbara Channel",75,58.5,"34 15.443","119 37.167",34.257383,-119.61945,1080,0
"1016",2013,"13-01-06-004",205,"Santa Barbara Channel",73,84.2,"34 13.510","119 42.230",34.225167,-119.703833,1079,6
"1017",2013,"13-01-01-003",209,"Santa Barbara Channel",75,91.5,"34 12.064","119 37.907",34.201067,-119.631783,1106,2
"1018",2013,"13-01-01-002",215,"Santa Barbara Channel",74,86.8,"34 11.786","119 34.743",34.196433,-119.57905,1089,3
"1019",2013,"13-01-05-004",217,"Santa Barbara Channel",74,56.4,"34 11.209","119 31.159",34.186817,-119.519317,1093,0
"1020",2013,"13-01-01-017",226,"Santa Cruz Island",75,32,"34 02.371","119 30.784",34.039517,-119.513067,1175,0
"1021",2013,"13-01-01-018",228,"Anacapa Island",75,49,"33 58.901","119 29.578",33.981683,-119.492967,1176,0
"1022",2013,"13-01-06-002",229,"Anacapa Island",75,55.8,"33 57.920","119 29.507",33.965333,-119.491783,1077,11
"1023",2013,"13-01-06-018",231,"Santa Cruz Island",62,84.5,"33 56.434","119 39.518",33.940567,-119.658633,1132,0
"1024",2013,"13-01-05-019",232,"Santa Cruz Island",74,111,"33 56.451","119 39.010",33.94085,-119.650167,1112,0
"1025",2013,"13-01-05-017",233,"Santa Cruz Island",70,48.4,"33 56.193","119 41.583",33.93655,-119.69305,1105,0
"1026",2013,"13-01-06-020",234,"Santa Monica Bay",74,24.4,"34 00.420","118 39.330",34.007,-118.6555,1134,0
"1027",2013,"13-01-01-021",243,"Santa Monica Bay",75,74.8,"33 58.789","118 39.624",33.979817,-118.6604,1179,0
"1028",2013,"13-01-05-024",249,"Santa Monica Bay",75,50.6,"33 55.905","118 33.418",33.93175,-118.556967,1117,1
"1029",2013,"13-01-05-023",252,"Santa Monica Bay",70,43.8,"33 55.189","118 33.022",33.919817,-118.550367,1116,0
"1030",2013,"13-01-06-021",277,"Santa Monica Bay",75,43,"33 52.760","118 35.107",33.879333,-118.585117,1135,5
"1031",2013,"13-01-05-015",287,"Santa Rosa Island",75,48.8,"34 05.674","120 15.738",34.094567,-120.2623,1103,0
"1032",2013,"13-01-01-034",289,"South Coast",75,58,"33 07.236","117 21.262",33.1206,-117.354367,1192,0
"1033",2013,"13-01-01-033",291,"South Coast",75,46,"32 56.086","117 18.871",32.934767,-117.314517,1191,0
"1034",2013,"13-01-05-036",292,"South Coast",75,42.4,"32 48.786","117 20.205",32.8131,-117.33675,1139,6
"1035",2013,"13-01-05-035",293,"South Coast",75,29.2,"32 48.367","117 19.061",32.806117,-117.317683,1137,0
"1036",2013,"13-01-05-033",298,"South Coast",75,42.2,"32 36.660","117 17.068",32.611,-117.284467,1131,0
"1037",2013,"13-01-05-032",299,"South Coast",73,24,"32 36.700","117 15.000",32.611667,-117.25,1130,0
"1038",2013,"13-01-06-022",304,"San Pedro Bay",64,45,"33 39.810","118 16.550",33.6635,-118.275833,1138,2
"1039",2013,"13-01-01-023",315,"San Pedro Bay",75,45.4,"33 35.990","118 15.910",33.599833,-118.265167,1181,0
"1040",2013,"13-01-01-022",317,"San Pedro Bay",75,44.2,"33 35.740","118 15.490",33.595667,-118.258167,1180,0
"1041",2013,"13-01-05-025",318,"San Pedro Bay",75,42.9,"33 35.140","118 13.720",33.585667,-118.228667,1119,0
"1042",2013,"13-01-05-026",326,"San Pedro Bay",75,46.7,"33 34.340","118 08.530",33.572333,-118.142167,1120,0
"1043",2013,"13-01-01-012",333,"Santa Rosa Flats",75,74.4,"33 52.912","119 54.907",33.881867,-119.915117,1170,12
"1044",2013,"13-01-01-013",342,"Santa Rosa Flats",64,67.8,"33 46.347","119 53.049",33.77245,-119.88415,1171,2
"1045",2013,"13-01-06-014",346,"Santa Rosa Flats",72,92.4,"33 45.058","120 04.471",33.750967,-120.074517,1096,21
"1046",2013,"13-01-06-015",350,"Santa Rosa Flats",73,103.4,"33 42.910","120 03.200",33.715167,-120.053333,1124,1
"1047",2013,"13-01-01-014",352,"Santa Rosa Flats",69,68.3,"33 42.778","119 57.768",33.712967,-119.9628,1172,0
"1048",2013,"13-01-01-011",365,"Santa Rosa Island",75,29.6,"34 03.581","119 59.290",34.059683,-119.988167,1169,0
"1049",2013,"13-01-01-010",367,"Point Conception/Arguello",74,64.5,"34 25.559","120 32.669",34.425983,-120.544483,1155,3
"1050",2013,"13-01-06-007",374,"Point Conception/Arguello",74,52.5,"34 29.084","120 37.053",34.484733,-120.61755,1082,0
"1051",2013,"13-01-06-006",375,"Point Conception/Arguello",75,53.4,"34 30.030","120 40.190",34.5005,-120.669833,1081,15
"1052",2013,"13-01-01-029",377,"Sixty Mile Bank",73,68.3,"32 04.063","118 14.577",32.067717,-118.24295,1187,0
"1053",2013,"13-01-06-027",379,"South Coast",75,47,"33 02.847","117 21.028",33.04745,-117.350467,1154,0
"1054",2013,"13-01-06-037",380,"San Clemente Island",70,57.2,"32 44.441","118 24.311",32.740683,-118.405183,1167,1
"1055",2013,"13-01-05-018",383,"Santa Cruz Island",75,44.6,"33 56.520","119 40.540",33.942,-119.675667,1110,0
"1056",2013,"13-01-01-016",385,"Santa Rosa Flats",74,77.5,"33 41.862","119 53.491",33.6977,-119.891517,1174,5
"1057",2013,"13-01-01-035",389,"Central Coast",75,44.6,"33 15.509","117 32.869",33.258483,-117.547817,1193,2
"1058",2013,"13-01-06-029",390,"Central Coast",70,43.8,"33 16.872","117 34.670",33.2812,-117.577833,1158,0
"1059",2013,"13-01-05-037",391,"Central Coast",75,78.8,"33 23.644","117 41.110",33.394067,-117.685167,1140,0
"1060",2013,"13-01-05-038",395,"Central Coast",75,53.3,"33 33.257","117 51.177",33.554283,-117.85295,1141,0
"1061",2013,"13-01-06-003",396,"Santa Cruz Island",75,40.7,"34 03.506","119 42.583",34.058433,-119.709717,1078,0
"1062",2013,"13-01-05-003",397,"Santa Cruz Island",75,43.3,"34 03.526","119 42.293",34.058767,-119.704883,1091,1
"1063",2013,"13-01-05-016",398,"Santa Rosa Island",75,43.6,"34 05.430","120 14.550",34.0905,-120.2425,1104,0
"1064",2013,"13-01-06-016",399,"Santa Rosa Island",75,51.1,"34 05.643","120 05.992",34.09405,-120.099867,1125,1
"1065",2013,"13-01-06-017",402,"Santa Rosa Island",75,49.8,"34 05.833","120 05.503",34.097217,-120.091717,1126,0
"1066",2013,"13-01-01-031",405,"Nine Mile Bank",75,81,"32 34.840","117 22.589",32.580667,-117.376483,1189,13
"1067",2013,"13-01-01-001",407,"Port Hueneme",75,45,"34 04.147","119 12.595",34.069117,-119.209917,1088,0
"1068",2013,"13-01-01-015",414,"Santa Rosa Flats",74,75.9,"33 41.915","119 53.201",33.698583,-119.886683,1173,4
"1069",2013,"13-01-06-026",418,"125 Bank",70,128.3,"32 44.479","117 47.960",32.741317,-117.799333,1153,0
